Active stego-attack type;04_format_attack
Total attack time lapse (min);5.25
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);1.31;0.0;0.0;1.3;0.59;1.23

