Active stego-attack type;09_clear_format_attack
Total attack time lapse (min);0.57
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.14;0.0;0.0;0.15;0.12;0.14

