Active stego-attack type;02_delete_attack
Total attack time lapse (min);0.54
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.16;0.0;0.0;0.14;0.09;0.14

