Active stego-attack type;10_document_inspector_attack
Total attack time lapse (min);1.41
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.29;0.0;0.0;0.25;0.2;0.24

