Active stego-attack type;01_insert_attack
Total attack time lapse (min);1.07
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.18;0.0;0.0;0.16;0.16;0.15


Active stego-attack type;02_delete_attack
Total attack time lapse (min);1.05
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.17;0.0;0.0;0.16;0.15;0.15


Active stego-attack type;03_edit_modify_attack
Total attack time lapse (min);1.05
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.17;0.0;0.0;0.16;0.15;0.15


Active stego-attack type;04_format_attack
Total attack time lapse (min);2.19
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.35;0.0;0.0;0.34;0.34;0.34


Active stego-attack type;05_impersonation_attack
Total attack time lapse (min);17.17
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);4.22;0.0;0.0;4.18;4.13;4.22


Active stego-attack type;06_save_as_attack
Total attack time lapse (min);1.27
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.25;0.0;0.0;0.21;0.21;0.19


Active stego-attack type;07_copy_attack
Total attack time lapse (min);0.0
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.0;0.0;0.0;0.0;0.0;0.0


Active stego-attack type;08_retype_attack
Total attack time lapse (min);0.15
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.04;0.0;0.0;0.04;0.03;0.03


Active stego-attack type;09_clear_format_attack
Total attack time lapse (min);1.35
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.26;0.0;0.0;0.23;0.23;0.21


Active stego-attack type;10_document_inspector_attack
Total attack time lapse (min);1.59
Stego-file data set;stego_method_1;stego_method_2;stego_method_3;stego_method_4;stego_method_5;stego_method_6
Attack time for each stego-file data set (min);0.33;0.0;0.0;0.31;0.27;0.26


